OBJECTID,plz,einwohner,SHAPE_Length,SHAPE_Area
430,86567,3141,49618.3641894082,65105056.4526013
431,29525,33638,124415.049479812,376485801.406508
432,83530,3517,80779.0439626392,136990596.373487
433,83358,1215,33729.0901022691,24030520.2622293
434,83301,15125,59503.9447146466,51069241.6346339
435,83365,2444,43456.8135568799,35879913.2869535
436,83329,6463,113674.688140271,130287396.977085
437,83373,1946,57828.4418500964,59458675.9362179
438,83224,7437,74958.0607970421,122389408.629265
439,83349,3393,62069.5839069434,120152610.227923
440,83413,4121,58607.7215722934,98815000.4468646
441,83256,244,62074.8308477368,135430946.072003
442,29499,1583,68686.5800474832,142671308.198921
443,83361,1375,52076.967244629,50991399.3942592
444,83486,1734,96318.4886098605,283763428.359926
445,83416,5253,56012.8328485966,87050535.9377349
446,83458,1351,109191.908821206,236776160.411207
447,83395,15796,29556.163377363,32811146.4440382
448,83451,5156,46986.0541055717,39009275.7442811
449,83483,7421,66091.4304881431,136810149.973616
450,83317,8259,78090.0140570425,156333692.132791
451,29497,958,47164.6652215599,77009168.3547532
452,83410,6829,59257.3277894112,78307117.9407084
453,83457,2868,28630.3961507917,27164613.4012986
454,83487,1721,37163.1278384582,38811108.4793914
455,29494,946,88032.9635538,183971162.102572
456,29475,639,33388.2188034462,58929823.1772083
457,29490,1441,49698.5908096298,65962253.4364741
458,83122,2605,54467.747193085,73869596.6160622
459,29485,1401,70299.9457442961,177099133.431318
460,83512,12154,47384.2037567183,42041289.1491294
461,83553,1446,45531.4888739554,50652608.9737479
462,29481,742,50648.267403852,86148266.0929132
463,29585,789,31472.0094879404,38563450.6341967
464,83080,4872,82894.9977540103,128517227.29106
465,83126,2860,64223.3613395978,69057084.6412631
466,83533,4199,59466.5930231615,44856977.7785679
467,83558,1907,51598.8354891509,69502621.5674876
468,83093,7906,72584.5274882307,89311509.074802
469,29479,1065,66140.280648802,98077213.7554672
470,83139,2598,55571.6681772402,56931591.4343154
471,83131,2595,45743.8248948972,63125552.5216086
472,83543,3669,43444.1349805417,43678769.5546131
473,83562,1807,50599.8233222433,54747271.5194086
474,29478,653,33143.7471668664,53623395.4758584
475,38468,1634,56430.2495377108,152194581.906059
476,83075,7549,79980.4510553365,127232353.351199
477,83125,2784,56633.4093038396,54187025.4593868
478,29476,1247,84203.465675804,133884113.521731
479,83556,2553,47960.8021635521,66098754.0631078
480,83088,6446,68894.850598696,82955261.5672546
481,83129,1220,32615.5824325396,36085016.9387157
482,83539,3854,66859.6109626897,79073401.6376547
483,83561,1338,25996.7524456859,18109173.8159443
484,29472,322,38384.4348744574,43768411.0874329
485,52396,4424,80851.4435829356,161083908.272911
486,52159,8288,83130.3406500585,97090154.2216231
487,52393,8676,94413.0861826635,218580622.843415
488,52152,15124,123814.688652793,275088757.936282
489,84335,2053,47795.8368755665,55893762.1925386
490,84387,2327,37886.2039374986,25251921.1536008
491,84323,4009,61737.3627444323,81933836.2195658
492,84375,5241,57614.5774590046,71528336.9368646
493,84347,11696,72444.5908465007,118798387.251963
494,84332,3644,73209.8326389432,113095802.921812
495,84384,2051,63592.0174896466,86642212.8901469
496,52372,17259,73333.50249503,105032112.465555
497,52385,9880,97230.0574074882,161629560.212811
498,52391,8965,81542.9150712902,207102404.781967
499,84140,6463,130080.152574927,247123408.777942
500,84163,3579,75266.325545933,92762340.6172257
501,84180,3467,73980.8575309795,88928627.6902119
502,84152,5864,112915.308613872,194465228.293693
503,84164,4692,94426.673092884,161169040.918952
504,84183,2453,56457.9708364888,67617722.0524997
505,84160,4428,61743.9435641746,69224778.3477985
506,52399,9845,62686.3214999978,94780710.1660137
507,84177,2072,61794.0434554347,61842822.0608353
508,84130,17839,66855.6912879058,100986332.324155
509,84539,7207,94039.7890244057,108636436.054273
510,84559,3904,70397.8825003077,62045751.4316066
511,84437,1644,69267.3961807623,70435756.5650708
512,84573,953,52003.4709927744,57417780.4308232
513,84546,1230,42792.0075586284,31749238.0111688
514,52459,6952,46234.9788769439,90125209.458166
515,52379,13471,59906.2084949308,103697052.302635
516,84419,5781,91269.7265404097,118035467.80665
517,84564,1642,63151.6653200545,62184144.4392206
518,84478,21345,51668.6332689273,48566912.4267326
519,52249,54732,79651.4844907816,189446392.778587
520,84513,9996,48962.7989550901,61496257.3245322
521,52477,46553,44540.2731945457,79306092.4186998
522,38467,908,24993.7706215336,28465774.1151627
523,38465,3257,73526.5592174785,99860956.9266316
524,84574,1390,62050.3335836218,56740586.1029619
525,84549,2612,56910.3514136015,76539402.5304415
526,52146,37226,54392.0034282705,86356559.8564693
527,52134,46468,71042.8433200847,83598124.6292536
528,52511,26300,85684.3887254356,209571647.894622
529,52531,24238,55996.4035537023,65657629.1518066
530,42799,27509,62261.2146947745,94444214.8037019
531,56575,8234,15459.5795953026,11899633.55439
532,84428,3046,67039.4715823056,64946397.7949172
533,84565,862,37668.2617684215,44053163.9547072
534,84405,13925,105735.443305774,224449885.323155
535,52499,26376,40018.0097829239,69617730.2952303
536,84432,1454,54582.7714743529,62180810.9783747
537,84427,4288,88871.9822295384,104296360.003166
538,84439,1193,42572.1590446432,40939549.4219851
539,84424,5412,67158.3893157332,98487875.179934
540,84435,2701,59963.2484873099,76382701.0457326
541,84416,10510,115703.822771218,185609313.471876
542,84434,957,41980.8164891907,38758024.9948505
543,84076,4704,91856.9024071571,164285665.517713
544,52457,13751,73752.5089563479,111068210.2095
545,52441,12576,75843.7358847045,165078703.992065
546,84036,22204,118036.888727467,161644754.641831
547,84098,3848,97525.1922330606,156350331.328967
548,84171,794,45684.5822961451,38038929.4705259
549,84066,6369,95739.6076691903,166958377.321281
550,52428,31866,90833.7895546797,227128727.134496
551,84187,1374,33617.2301488206,35842229.3112583
552,84103,1626,58897.864081931,79710917.0586235
553,84079,5106,66871.836365451,116488408.330788
554,84137,11152,104914.054319745,156695816.873674
555,52445,8299,89418.9218965911,172752874.392706
556,83734,8027,54392.1328841616,49289071.6257046
557,83684,3658,45559.8119988825,50004506.410716
558,83714,11022,60000.0896727894,71815286.3016479
559,83737,3027,85854.5218255577,119632474.240399
560,83607,15386,68354.7858213753,107253454.920351
561,83627,3663,74590.3245532944,113709673.456729
562,83703,5761,73025.7218956788,76152726.5844238
563,83730,5525,88868.6079097576,167542826.872
564,83666,5496,87047.4564661394,93787488.4483786
565,83708,2054,105042.361510937,266024289.627396
566,90455,15975,60987.7510191855,52573668.6858208
567,52382,13759,64741.9668739855,159231949.020005
568,83661,9623,177905.491890307,533997181.385955
569,83677,3661,48730.841211595,50710647.8338677
570,83671,3512,80901.466787525,83521968.5912852
571,50189,20825,68628.5821555998,167129046.209147
572,88285,3115,55155.8612086713,54197701.4433323
573,88326,9522,84855.8973361434,116544872.621639
574,88422,8109,91233.6394086547,203354984.84572
575,88484,1882,69268.780914124,84726874.9757078
576,88696,4198,61722.1779533966,81409571.02271
577,88099,2643,46732.5635681436,58626728.3552506
578,88273,4407,78820.4289321435,102380792.395369
579,88281,3646,61849.1380726716,72054060.0718027
580,88364,3474,82199.0225282344,87591778.4680464
581,50181,23064,80640.0042780539,201981262.824353
582,88481,1981,38615.2313253141,39492889.4451033
583,88097,4509,29215.851585685,32108302.316108
584,88213,15744,81255.4069901036,106551741.014201
585,88287,2983,46987.1297068989,37844563.3974906
586,88316,12986,95550.3277712254,189091387.543587
587,88427,8360,60486.6207907629,122826450.667405
588,88436,4253,83572.9208190676,133274302.325006
589,88486,1936,31994.0735614168,41853826.1092131
590,52388,10593,83537.3943926076,165451368.86872
591,50374,49270,106547.480245839,299600387.004985
592,50389,35011,41324.1940300131,58472642.8594498
593,50321,43567,46409.4663050069,90790170.3693076
594,50354,55073,55473.8039104033,127947651.408237
595,88477,6233,95161.631618705,110813538.689702
596,88637,2844,74566.8747558022,145817619.029176
597,88179,1617,33671.0005766039,29664489.3983005
598,88260,6057,79301.434485346,168126175.536709
599,88353,8572,99248.476530894,204657090.874279
600,88416,12374,115412.799539109,255018134.593031
601,88430,4439,97903.262556331,141506809.182761
602,88525,2587,46119.7426078842,54047256.1300782
603,88161,10908,37026.3852259271,26111954.5311762
604,88699,2882,46621.9251927763,58589636.7952648
605,88079,8262,41137.8906310932,44990219.4567623
606,88175,4053,52572.5805101548,59961187.0269054
607,88279,3907,61986.6865459917,67629052.1729618
608,29496,918,58803.953100738,137301476.237968
609,88370,1204,36964.6870965082,22595177.8913148
610,88400,30869,149922.455226483,163212749.60119
611,29487,652,41476.424488417,56887282.1949193
612,63741,25076,61994.385633145,64171706.5392122
613,63849,4883,44738.1691488556,59038806.9319484
614,29482,1383,64728.1603580569,118813997.698493
615,29587,816,49326.353879494,95567646.4412142
616,29575,1565,86516.904927909,134214512.679523
617,29594,1038,49905.3101451011,93587210.4513386
618,29593,729,57933.9768856318,86744955.5494893
619,29562,2596,82308.2847671657,169244394.899659
620,29468,1608,46335.8137941479,68259448.1543463
621,29465,1385,69659.0569126655,151428390.726874
622,29462,2888,42064.6424172087,83812161.4061837
623,29459,2375,81208.73366594,198615600.83712
624,29456,5013,70283.9853475978,159532499.103005
625,29451,8102,97375.3582213924,213256990.968037
626,29439,9496,100719.330598297,248304125.297863
627,49549,6432,61467.5888348268,138717659.340532
628,49219,6705,60067.4612767456,158350937.49682
629,49214,7495,30452.1600607257,46529251.9766174
630,49201,9294,52636.8687296124,84370145.2627964
631,49196,9223,59600.4695547407,125756893.171742
632,49186,10644,60121.9403250278,98490679.0108033
633,49176,10236,77507.8188962049,138106177.773446
634,48477,19713,98750.4170090845,286750573.454107
635,48369,7164,67596.582754094,156796268.568592
636,48361,6309,42076.9350548381,82333297.5035279
637,48351,9427,82994.9087539008,181441155.593065
638,48346,10642,75529.7346990766,236659947.086593
639,48336,14011,76985.0831494008,205906781.866058
640,48291,18921,110445.785702385,239278828.511277
641,48282,35264,89573.3474363206,191274655.016559
642,48268,34731,105497.986333626,370910456.274182
643,48231,37062,141096.190201885,464672859.83798
644,38464,2563,54430.8346408306,97461595.9217738
645,38462,1012,30123.8423923195,26028549.9199239
646,56218,10692,28624.4599881169,38976883.889689
647,38461,2102,35980.6676302949,37610735.7869212
648,38459,1907,67059.5533476338,108874916.172649
649,38458,4651,38134.2428777508,53517335.3845005
650,50226,49670,55401.8903620198,113369555.726533
651,50259,53025,84685.8632983595,182461234.655491
652,56648,2227,21221.5674203745,17118930.3871922
653,25497,2185,20105.0675060225,14865605.5769785
654,56299,5230,43265.2897349863,58984169.9757759
655,56642,3903,38674.4993774999,45607865.088634
656,56637,5785,29948.8000071906,23024849.7754587
657,56630,742,18453.9505499051,10256235.4109911
658,56645,3728,42015.4580177089,41065977.6601689
659,56626,29123,63645.5981838794,129488560.192145
660,56659,3183,24564.7169138755,27075150.8248019
661,26219,7488,74526.9668665466,275155437.372653
662,56656,2430,24669.0257790692,22943106.9267772
663,59609,10442,78218.8715270007,190580587.708251
664,59597,15608,91737.5476797624,231488463.087012
665,59590,20769,80543.3747126942,253668113.142438
666,59514,12347,91543.4395325307,221716152.83833
667,59510,12020,116846.463217389,328721074.009855
668,59505,11517,89637.8486446368,164126969.804499
669,59494,46728,99291.8659632851,221742590.294239
670,59329,12453,98441.6762408705,304518666.074304
671,59320,19710,112984.55672526,328706020.991253
672,59302,29029,101407.016537034,268544956.045008
673,59269,36198,97934.4913033401,290490101.488831
674,26215,15387,133988.481794441,297431734.039818
675,59192,49049,54978.4532062595,115959534.60293
676,78658,5810,56738.1986321866,75838435.1985361
677,78655,5951,57266.6904668772,108800183.430664
678,59174,43765,65383.5383192159,107088334.303011
679,58313,22830,42132.4736445516,57434513.8657933
680,22959,1186,30410.1547105118,27652639.4391045
681,72336,33366,76357.2626578965,203751299.023056
682,72415,2142,30003.0273717009,36509159.3849547
683,72406,9126,44566.7952547881,73955053.6669416
684,72516,2514,50210.0254752961,41991154.8854379
685,72511,2773,56047.0971200636,82889162.436132
686,72510,4930,58002.8633602001,126613978.956945
687,22958,1345,30897.8695299445,20710134.3941339
688,72108,40898,191007.068681971,323524197.671457
689,25469,16265,29913.5217284975,35714040.0313797
690,26419,20446,109916.952529515,194028621.386734
691,26409,20698,167440.584205363,600875895.102072
692,72131,4462,39074.0315690366,34273266.1020285
693,72116,19392,68663.1726565333,113415983.147577
694,72810,8590,38907.657389456,39288687.1638033
695,25462,13608,35307.1866040916,37358515.7576704
696,78250,4577,77267.6771072622,137505360.736683
697,78183,7436,87685.1074350277,127052691.868629
698,78176,9981,95836.9387688129,218999488.372471
699,78194,5581,87649.6252111977,164892697.159519
700,25421,41070,48731.6826772806,61015110.708059
701,22869,18143,26099.3481818218,28364617.6604462
702,78073,12315,81401.7446881083,138540750.807644
703,78086,5025,41968.1530094503,50906057.9733244
704,25499,2220,29079.1795073059,35361596.9863102
705,49599,1801,50392.6271309797,113986861.545158
706,25495,2097,23858.8655109537,18247053.8563261
707,49594,3786,49150.9390481306,106097594.259693
708,78098,4787,54910.0087659301,75255416.0866457
709,78141,2306,45110.0803443693,62373510.5292624
710,78120,9247,82460.1642578187,184586321.679093
711,78148,1183,40666.2010852144,41260667.4978071
712,25494,2267,40444.9806542095,43006838.2232587
713,49504,13645,78011.438199063,100760232.379064
714,72667,1800,28433.9210216441,16700333.8481762
715,25486,2595,38853.3224386392,62695449.9928051
716,29396,912,43999.2245491538,48110966.0171413
717,25479,5817,22455.1225626371,20824229.8623014
718,29359,744,27902.780924469,43051066.5077005
719,73087,5028,27226.2985448963,25062515.8112495
720,25451,19730,67859.4077857792,121954839.514141
721,26847,2688,87367.7131704049,120251500.286051
722,25373,1423,32076.6982756874,31180623.7527923
723,45549,25612,78876.3222260811,122701340.396188
724,53721,38704,47136.3899369211,59163120.1465489
725,58849,7400,72497.364774939,150983660.570448
726,58769,6756,51782.756493424,74201112.4233064
727,58762,18238,78237.383419282,113393589.364302
728,58579,10915,65885.1255476243,97319558.5982421
729,53797,29646,68144.130304097,164526630.395249
730,58566,16388,82932.9306395737,182342489.116608
731,58553,16540,95317.75174952,196242483.351901
732,58540,21132,107965.933199917,293018030.29804
733,58339,9109,105579.894687093,150534608.959922
734,23869,2475,37275.2704898616,42201298.6273436
735,53809,10454,84017.3413182016,155121981.171299
736,53783,18776,78359.0244888294,174484195.474621
737,53757,53997,48741.3333784984,85446831.5664831
738,53773,44878,96737.1048365773,264213190.718902
739,53639,40066,84197.8300774532,188932906.99155
740,23867,2519,32186.9070091478,40673418.141643
741,56599,1853,27584.0434984852,25992172.3415638
742,23866,2354,28186.0514503702,32205933.2244625
743,23820,1650,58612.4046431077,104775880.949554
744,23818,774,39801.3982364111,37537978.8098071
745,22889,6301,68347.0885338008,113626972.305542
746,22956,1318,29191.9058249962,27838892.9237456
747,22885,11843,41807.7930716692,70081494.3487713
748,22965,1157,32147.4919898078,36771633.1574307
749,56594,849,10117.2502676161,4836696.06715135
750,22964,2605,49447.562204646,67355704.341071
751,22952,3298,39780.6592775903,39616836.7592328
752,22962,2234,31626.5611182882,35348675.2338319
753,38384,686,32211.0102880849,40199766.7419776
754,22927,9284,31072.4778891594,31813879.1847618
755,22949,9548,60011.3583980303,50394775.6204712
756,22926,31365,78615.1196273969,100346962.055608
757,32469,26248,179966.813287937,568454082.001056
758,49597,3283,51604.5932310833,83668305.0226595
759,49584,9245,70399.7142213422,211963722.715405
760,49565,30253,118849.78177547,492329667.977192
761,49545,8917,95425.4445214282,187454473.536157
762,49525,21929,84535.650447866,240702617.493048
763,49509,11410,57642.0579351928,143652597.449973
764,49497,11891,61279.9232219319,108514675.796683
765,38382,423,23742.3598483193,25387920.773024
766,49492,11021,75300.3951883397,229325719.95153
767,49205,11004,46734.1496167663,57652100.2438921
768,49170,13754,51972.3216688045,91802917.6940987
769,49134,23205,64966.7828956136,125988272.923749
770,49124,31995,76274.160715414,147298539.141925
771,48496,7670,90656.268783802,267809877.093943
772,29399,3711,98442.6032776831,156933184.052727
773,29394,1280,69616.5811056024,153303119.6125
774,38381,1180,36053.3490495449,46365370.7761936
775,29393,1939,61847.631977342,155973442.692569
776,29389,3802,70091.816807822,137176940.193872
777,30938,20356,126924.962821588,413983602.581452
778,30916,22746,76880.3366055415,161232857.194534
779,30900,28236,136541.012371817,469591976.043886
780,53557,5728,29647.27283393,38681533.5858994
781,38539,5382,92674.3843188232,181005648.344959
782,53508,911,17018.4437309535,13894401.7995736
783,29369,1567,65468.9736769143,109540719.683925
784,53902,17520,128566.67069224,372607509.510472
785,53894,26779,114877.448551718,337960818.355274
786,29367,1319,63150.1805659587,157025605.69939
787,41849,16951,55182.909782427,107524440.089265
788,41844,27947,96663.1384545364,213851260.903154
789,41812,42972,115997.499417556,296798512.801068
790,29365,1266,74704.7513532347,229763306.465022
791,47906,35141,74883.5287745447,176329294.29501
792,47929,14969,49300.4584461587,79267014.3635923
793,47669,7818,53569.4400876873,123333758.698847
794,47638,15435,76286.9813787086,190327109.352526
795,29364,2270,80794.8150092257,90356291.3882044
796,59581,25991,103616.032615728,406347175.739018
797,59519,11114,97021.7449759382,317991628.136078
798,29362,1706,59312.9223593376,98889468.5855677
799,59469,12350,66553.5160276419,131641080.137557
800,58840,26246,106999.622524483,245979144.858214
801,58809,12199,87107.2781589011,138111067.642125
802,58802,11851,81376.3270687411,191297325.94027
803,58791,18417,66794.1119925389,85051343.3221343
804,58739,11604,58165.6050292175,64996690.7470761
805,58675,35201,70568.8893108457,173995018.386364
806,34431,20467,141261.674060282,468448076.634325
807,29361,923,44878.5639302213,59355716.9541203
808,38559,1141,25127.8441672331,20606301.8203077
809,38518,41231,115752.323000494,276547861.39534
810,29358,3198,54526.2788172069,61949830.1083474
811,29356,1791,41154.4790857672,44188577.7316355
812,29355,1013,37105.0566846409,34523147.3588438
813,38325,470,24839.3594837404,22078565.8119043
814,29353,1659,43920.0208957539,55919765.7938815
815,29352,2488,59209.860431205,90043429.3476739
816,29351,2123,64999.4114904158,155777096.931002
817,29392,5009,42149.1522692611,84942745.5910309
818,29345,3683,102982.059207894,210282031.897363
819,29342,4197,79648.071524955,109399505.464042
820,29339,6151,30774.507375927,47590375.587402
821,56428,2456,33022.4963712763,21561715.2915207
822,29336,6400,43585.4542826646,47537009.9771067
823,56427,2747,13344.4116933375,11015743.167663
824,29331,5914,91467.4712519404,104002362.759114
825,73252,7959,76801.7368877107,80052933.3562039
826,72587,3958,65090.7248925823,104810669.200206
827,72582,1550,41466.986977664,33039582.9348723
828,26899,4217,67138.5590835594,207087875.430421
829,72581,9135,34015.9871520727,35959593.7930552
830,72574,11758,96105.4067202846,126040861.898518
831,72820,7021,69472.680079705,138778422.365418
832,72539,1533,64126.4888700412,122031834.336091
833,72818,6355,90832.4959202932,178874737.240205
834,72534,2124,91610.1596966504,143024051.114563
835,72531,3719,81367.0843152904,139517322.057629
836,26871,35107,97111.978631874,327748894.397806
837,72805,8890,48088.5433460027,77641205.7196401
838,72800,10545,40393.4064045053,46175942.732036
839,26759,7006,77542.8095946399,136505999.004332
840,26736,12692,139510.218955977,444052635.264318
841,26849,2110,42993.3058830935,66429509.8262703
842,26845,1613,31475.6082498398,42329314.3038763
843,26844,3698,79158.4802982074,218484809.12725
844,26842,10538,87619.5000593257,141414416.383816
845,26831,7577,96921.1035105206,285024248.42371
846,26826,15506,83371.0907729849,225792444.451734
847,26817,17236,100225.937550262,285709542.957383
848,26810,19845,89636.8032686583,310955497.884223
849,26683,13101,87745.636706114,341942631.434893
850,26676,12512,83699.1437722493,234141223.343317
851,42929,35018,82525.3353589959,189514968.316062
852,59457,30323,79516.4615789165,197234459.412577
853,59439,16791,42144.4965744482,58005362.2306654
854,58730,20953,69351.5524772678,144730778.165739
855,58239,46772,69464.4528240474,144261307.907595
856,51399,18043,47830.7788547935,69137258.4908911
857,51519,14903,56554.8076219435,100726557.010376
858,51515,19569,84956.3357618921,169979991.277997
859,51491,27004,94292.9586559568,173244261.4278
860,51503,27534,50573.4384798137,97445284.154687
861,51570,18969,99339.2735572109,267993969.609342
862,58285,31206,51922.2809965595,67550808.4125338
863,58300,27945,58610.7845626767,80854472.364216
864,58332,28062,40404.6809309027,48557168.8212814
865,58256,30532,86028.9602837958,148105586.598163
866,53819,19770,77424.5019563329,126837022.895391
867,32609,13210,66346.2690957583,119504948.232676
868,32602,19308,93042.7363501399,203918274.77937
869,32584,39812,71331.0872857308,158158005.211267
870,32457,35644,100205.963992393,280191414.707208
871,32289,9908,50980.465599725,96436292.3476614
872,32278,16126,65593.3942758435,89863775.39106
873,32257,45531,76341.5305498499,157669964.06055
874,32139,14894,69284.5626852928,106911622.227867
875,32130,20511,62920.2416022046,109275930.197946
876,32120,19861,43432.2670564625,63301883.4285205
877,53804,14056,82441.4249269833,195978597.714448
878,53619,4408,31596.932570628,16253461.1940656
879,53604,24561,65377.2919135343,120371800.041148
880,53579,2539,42312.1725267952,22625718.0184849
881,53578,4232,38090.1262872494,32594529.9002863
882,53562,3774,36793.2241238917,41767305.2096023
883,53577,6263,60612.150862214,88854356.6435723
884,26907,1488,44879.0208083211,73606782.2574673
885,26906,1540,38675.2640458408,78698443.5887955
886,26904,2711,55114.5938276886,152480941.953585
887,26903,4304,61534.0790415442,151165463.689179
888,38322,516,33592.3527083828,41452405.1187404
889,21789,3511,70970.5594675888,159023623.733599
890,21787,1485,61010.4519488567,94124391.523023
891,21782,918,59500.7712572385,66178729.6151762
892,38319,1874,40701.918532886,57297254.1693446
893,21781,4138,66397.1922641312,88268304.1940717
894,26689,11216,77229.1989035762,214126367.236197
895,21756,1874,51537.483998064,136680245.22489
896,21755,3504,51351.2560153907,87172757.9098965
897,21745,8841,66972.8207642478,128335545.579577
898,21734,1205,57484.7900261679,106813676.281527
899,21727,1441,45133.4328374132,83095638.1748914
900,21649,1080,45929.2339066076,45586620.2150734
901,21647,1750,35036.4280491863,31229819.977071
902,21646,743,43234.0754942269,51279788.9811676
903,21644,2311,63247.8091829325,88566122.7298292
904,21529,1061,25548.570823845,20441350.0570857
905,29328,6337,96745.9894543414,280139385.792005
906,29323,8072,75173.455083121,175189423.77822
907,29320,8175,94667.4770149491,300815957.47223
908,29313,10075,80834.0482562903,154007614.951874
909,27356,21131,120400.578155701,274768699.263164
910,21714,2846,49538.5246358184,83396361.4057092
911,21712,467,47313.7169341897,34350413.5264394
912,21710,786,42929.0104869802,55594667.2670944
913,21524,651,40020.8075634211,38539944.2645551
914,21706,11424,97951.1354645108,298078987.760393
915,21702,5056,73224.0904475516,175019692.503039
916,21509,16670,28094.5553370843,31535347.8726137
917,38387,1819,68191.2605352684,104603950.585606
918,21386,1175,46163.1498656318,89054013.8877377
919,29699,7065,71274.939979522,175251887.902622
920,29683,11360,131237.997105574,446231230.912904
921,63930,1552,30654.5859788406,39737522.0004493
